,school_name,school_code,f_teacher_count,m_teacher_count,year,percent_male
1177,North Middlesex - Ashby Elementary,7350010,17.0,0.2,9.0,0.011627906976744188
1178,North Middlesex - Hawthorne Brook,7350030,24.0,14.0,9.0,0.3684210526315789
1179,North Middlesex - Nissitissit Middle School,7350310,26.0,10.6,9.0,0.2896174863387978
1180,North Middlesex - North Middlesex Reg,7350505,49.6,24.2,9.0,0.32791327913279134
1184,North Middlesex - Varnum Brook,7350035,30.0,6.4,9.0,0.17582417582417584
1188,North Reading - North Reading High,2170505,28.6,24.6,9.0,0.462406015037594
1191,Northampton - Bridge Street,2100005,16.3,2.7,9.0,0.14210526315789473
1192,Northampton - Jackson Street,2100020,20.6,2.0,9.0,0.08849557522123894
1193,Northampton - John F Kennedy Middle School,2100410,32.0,19.6,9.0,0.3798449612403101
1194,Northampton - Leeds,2100025,20.2,1.0,9.0,0.04716981132075472
1195,Northampton - Northampton High,2100505,28.9,22.4,9.0,0.43664717348927873
1196,Northampton - R. K. Finn Ryan Road,2100029,18.8,1.5,9.0,0.07389162561576354
1197,Northampton-Smith Vocational Agricultural - Smith Voc and Agr High,4060705,19.8,33.7,9.0,0.6299065420560748
1198,Northboro-Southboro - Algonquin Reg High,7300505,71.8,26.7,9.0,0.27106598984771574
1199,Northborough - Fannie E Proctor,2130015,14.0,2.0,9.0,0.125
1200,Northborough - Lincoln Street,2130003,18.1,2.0,9.0,0.09950248756218905
1201,Northborough - Marguerite E Peaslee,2130014,18.5,1.0,9.0,0.05128205128205128
1202,Northborough - Marion E Zeh,2130020,18.7,2.0,9.0,0.0966183574879227
1203,Northborough - Robert E. Melican Middle School,2130305,37.1,12.6,9.0,0.2535211267605634
1205,Northbridge - Northbridge High,2140505,32.3,18.1,9.0,0.3591269841269842
1206,Northbridge - Northbridge Middle,2140305,31.7,12.3,9.0,0.27954545454545454
1207,Northbridge - W Edward Balmer,2140001,26.4,0.0,9.0,0.0
1208,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Reg Voc,8530605,41.1,73.3,9.0,0.6407342657342657
1209,Northern Berkshire Regional Vocational Technical - Charles McCann Voc Tech,8510605,19.3,24.6,9.0,0.5603644646924829
1210,Norton - Henri A. Yelle,2180060,28.2,2.0,9.0,0.06622516556291391
1213,Norton - Norton High,2180505,28.3,19.4,9.0,0.4067085953878406
1214,Norton - Norton Middle,2180305,36.1,10.0,9.0,0.21691973969631237
1216,Norwell - Norwell High,2190505,17.2,22.9,9.0,0.5710723192019951
1226,Norwood - Norwood High,2200505,37.9,31.0,9.0,0.4499274310595065
1228,Old Colony Regional Vocational Technical - Old Colony Reg Voc Tech,8550605,19.9,30.7,9.0,0.6067193675889329
1229,Old Rochester - Old Rochester Reg High,7400505,32.0,17.0,9.0,0.3469387755102041
1234,Orleans - Orleans Elementary,2240005,19.4,1.6,9.0,0.0761904761904762
1236,Oxford - Clara Barton,2260005,23.3,0.0,9.0,0.0
1237,Oxford - Oxford High,2260505,20.8,10.0,9.0,0.3246753246753247
1238,Oxford - Oxford Middle,2260405,28.3,6.0,9.0,0.17492711370262393
1239,Palmer - Converse Middle,2270305,32.7,5.9,9.0,0.1528497409326425
1240,Palmer - Old Mill Pond,2270008,43.0,3.0,9.0,0.06521739130434782
1241,Palmer - Palmer High,2270505,29.4,19.0,9.0,0.3925619834710744
1242,Pathfinder Regional Vocational Technical - Pathfinder Voc Tech,8600605,23.9,43.5,9.0,0.64540059347181
1243,Peabody - Captain Samuel Brown,2290005,26.0,1.0,9.0,0.037037037037037035
1244,Peabody - Center,2290015,22.8,1.0,9.0,0.04201680672268907
1245,Peabody - J Henry Higgins Middle,2290305,66.6,25.9,9.0,0.27999999999999997
1246,Peabody - John E Burke,2290007,24.0,0.0,9.0,0.0
1247,Peabody - John E. McCarthy,2290016,21.0,2.0,9.0,0.08695652173913043
1248,Peabody - Peabody Veterans Memorial High,2290510,70.4,52.2,9.0,0.4257748776508972
1249,Peabody - South Memorial,2290035,18.0,3.0,9.0,0.14285714285714285
1250,Peabody - Thomas Carroll,2290010,32.5,3.0,9.0,0.08450704225352113
1251,Peabody - West Memorial,2290045,15.0,0.0,9.0,0.0
1252,Peabody - William A Welch Sr,2290027,21.0,3.0,9.0,0.125
1258,Pembroke - Pembroke High School,2310505,33.8,22.8,9.0,0.40282685512367494
1264,Pentucket - Pentucket Reg Sr High,7450505,35.6,22.5,9.0,0.387263339070568
1274,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,4790505,14.6,18.7,9.0,0.5615615615615616
1280,Pittsfield - Pittsfield High,2360505,36.1,23.7,9.0,0.3963210702341137
1284,Pittsfield - Taconic High,2360510,34.6,20.0,9.0,0.3663003663003663
1297,Plymouth - Plymouth North High,2390505,45.9,24.3,9.0,0.34615384615384615
1298,Plymouth - Plymouth South High,2390515,59.7,50.8,9.0,0.4597285067873303
1306,Quabbin - Hardwick Elem,7530005,15.5,2.0,9.0,0.11428571428571428
1307,Quabbin - Hubbardston Center,7530010,19.2,5.6,9.0,0.22580645161290325
1309,Quabbin - Oakham Center,7530025,14.0,2.4,9.0,0.14634146341463417
1310,Quabbin - Quabbin Regional High School,7530505,29.7,34.4,9.0,0.5366614664586584
1311,Quabbin - Quabbin Regional Middle School,7530405,25.0,9.4,9.0,0.2732558139534884
1312,Quabbin - Ruggles Lane,7530030,28.2,2.7,9.0,0.08737864077669903
1313,Quaboag Regional - Quaboag Regional High,7780505,28.0,18.1,9.0,0.3926247288503254
1316,Quincy - Atherton Hough,2430040,14.3,3.0,9.0,0.17341040462427745
1317,Quincy - Atlantic Middle,2430305,30.2,10.3,9.0,0.254320987654321
1318,Quincy - Beechwood Knoll Elem,2430020,19.4,1.7,9.0,0.08056872037914692
1319,Quincy - Broad Meadows Middle,2430310,19.6,8.8,9.0,0.30985915492957744
1320,Quincy - Central Middle,2430315,25.3,13.3,9.0,0.344559585492228
1321,Quincy - Charles A Bernazzani Elem,2430025,18.9,2.0,9.0,0.09569377990430622
1322,Quincy - Clifford H Marshall Elem,2430055,39.4,0.0,9.0,0.0
1323,Quincy - Francis W Parker,2430075,21.9,2.0,9.0,0.08368200836820085
1324,Quincy - Lincoln-Hancock Comm Sch,2430035,39.1,1.8,9.0,0.044009779951100246
1325,Quincy - Merrymount,2430060,18.7,1.0,9.0,0.050761421319796954
1326,Quincy - Montclair,2430065,22.9,2.4,9.0,0.09486166007905139
1327,Quincy - North Quincy High,2430510,58.6,52.6,9.0,0.47302158273381295
1328,Quincy - Point Webster Middle,2430325,24.8,8.9,9.0,0.26409495548961426
1329,Quincy - Quincy High,2430505,60.4,54.8,9.0,0.4756944444444445
1330,Quincy - Reay E Sterling Middle,2430320,18.8,7.6,9.0,0.2878787878787879
1331,Quincy - Snug Harbor Comm School,2430090,26.1,1.8,9.0,0.06451612903225806
1332,Quincy - Squantum,2430095,20.6,2.1,9.0,0.09251101321585903
1333,Quincy - Wollaston School,2430110,21.9,1.8,9.0,0.0759493670886076
1335,Randolph - Elizabeth G Lyons Elem,2440020,18.2,0.7,9.0,0.037037037037037035
1336,Randolph - J F Kennedy Elem,2440018,26.5,0.5,9.0,0.018518518518518517
1337,Randolph - Margaret L Donovan,2440015,25.5,2.0,9.0,0.07272727272727272
1338,Randolph - Martin E Young Elem,2440040,17.0,2.0,9.0,0.10526315789473684
1339,Randolph - Randolph Community Middle,2440410,38.4,13.8,9.0,0.26436781609195403
1340,Randolph - Randolph High,2440505,48.0,29.4,9.0,0.37984496124031003
1346,Reading - Reading Memorial High,2460505,49.6,31.4,9.0,0.3876543209876543
1355,Revere - Revere High,2480505,60.8,40.4,9.0,0.39920948616600793
1362,River Valley Charter (District) - River Valley Charter School,4820050,13.6,4.0,9.0,0.22727272727272727
1369,Rockland - Rockland Senior High,2510505,28.7,14.2,9.0,0.331002331002331
1371,Rockport - Rockport High,2520510,16.8,9.7,9.0,0.3660377358490566
1383,Salem - Salem High,2580505,69.4,38.4,9.0,0.35621521335807044
1389,Sandwich - Oak Ridge,2610025,37.5,9.5,9.0,0.20212765957446807
1390,Sandwich - Sandwich High,2610505,44.1,29.2,9.0,0.39836289222373805
1391,Saugus - Belmonte Saugus Middle,2620305,31.9,8.8,9.0,0.21621621621621623
1392,Saugus - Douglas Waybright,2620067,14.0,1.0,9.0,0.06666666666666667
1393,Saugus - Lynnhurst,2620040,15.0,0.0,9.0,0.0
1394,Saugus - Oaklandvale,2620050,14.0,0.0,9.0,0.0
1395,Saugus - Saugus High,2620505,29.9,23.7,9.0,0.44216417910447764
1396,Saugus - Veterans Memorial,2620065,35.0,2.0,9.0,0.05405405405405406
1402,Scituate - Scituate High School,2640505,41.8,24.0,9.0,0.364741641337386
1407,Seekonk - Seekonk High,2650505,27.5,16.0,9.0,0.367816091954023
1412,Sharon - Sharon High,2660505,47.4,29.0,9.0,0.3795811518324607
1414,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Voc Tech High School,8710605,52.4,71.0,9.0,0.5753646677471637
1415,Sherborn - Pine Hill,2690010,26.1,3.0,9.0,0.10309278350515463
1424,Shrewsbury - Shrewsbury Sr High,2710505,65.0,23.8,9.0,0.26801801801801806
1429,Silver Lake - Silver Lake Reg High,7600505,51.6,37.0,9.0,0.417607223476298
1431,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public School,4190305,9.6,4.8,9.0,0.33333333333333337
1438,Somerville - Albert F. Argenziano School at Lincoln Park,2740087,27.5,6.5,9.0,0.19117647058823528
1439,Somerville - Arthur D Healey,2740075,35.5,3.2,9.0,0.082687338501292
1440,Somerville - Benjamin G Brown,2740015,14.2,1.8,9.0,0.1125
1442,Somerville - E Somerville Community,2740111,38.0,5.0,9.0,0.11627906976744186
1444,Somerville - John F Kennedy,2740083,32.5,3.0,9.0,0.08450704225352113
1446,Somerville - Somerville High,2740505,71.5,51.9,9.0,0.4205834683954619
1447,Somerville - West Somerville Neighborhood,2740115,19.0,3.1,9.0,0.14027149321266968
1448,Somerville - Winter Hill Community,2740120,32.1,7.6,9.0,0.1914357682619647
1453,South Middlesex Regional Vocational Technical - Joseph P Keefe Tech HS,8290605,37.0,42.0,9.0,0.5316455696202531
1455,South Shore Regional Vocational Technical - So Shore Voc Tech High,8730605,23.3,34.9,9.0,0.5996563573883161
1456,Southampton - William E Norris,2750005,28.0,5.0,9.0,0.15151515151515152
1460,Southborough - P Brent Trottier,2760305,27.7,11.0,9.0,0.2842377260981912
1466,Southeastern Regional Vocational Technical - Southeastern Reg Voc Tech,8720605,56.2,57.0,9.0,0.5035335689045937
1472,Southern Worcester County Regional Vocational Technical - Bay Path Reg Voc Tech H S,8760605,46.8,63.0,9.0,0.5737704918032787
1474,Southwick-Tolland - Southwick-Tolland Regional High,7660505,26.1,15.7,9.0,0.37559808612440193
1476,Spencer-E Brookfield - David Prouty High,7670505,21.2,15.7,9.0,0.4254742547425474
1477,Spencer-E Brookfield - East Brookfield Elementary,7670008,10.9,4.6,9.0,0.2967741935483871
1478,Spencer-E Brookfield - Knox Trail Junior High,7670415,15.0,9.0,9.0,0.375
1481,Spencer-E Brookfield - Wire Village School,7670040,18.1,4.0,9.0,0.18099547511312217
1497,Springfield - High School Of Commerce,2810510,54.2,34.5,9.0,0.38895152198421645
1498,Springfield - High School/Science-Tech,2810530,58.3,46.0,9.0,0.44103547459252157
1513,Springfield - Putnam Voc Tech High Sch,2810620,44.3,78.0,9.0,0.6377759607522486
1518,Springfield - Springfield Central High,2810500,67.0,51.2,9.0,0.4331641285956007
1531,Stoneham - Stoneham High,2840505,40.0,18.2,9.0,0.3127147766323024
1539,Stoughton - Stoughton High,2850505,46.8,31.6,9.0,0.4030612244897959
1542,Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,17.7,19.1,9.0,0.5190217391304348
1551,Sutton - Sutton High School,2900510,16.7,15.8,9.0,0.48615384615384616
1556,Swampscott - Swampscott High,2910505,32.0,20.4,9.0,0.3893129770992366
1560,Swansea - Joseph Case High,2920505,18.7,24.2,9.0,0.5641025641025641
1565,Tantasqua - Tantasqua Reg Sr High,7700505,36.4,39.3,9.0,0.5191545574636725
1566,Tantasqua - Tantasqua Reg Voc,7700605,5.5,14.7,9.0,0.7277227722772277
1589,Tewksbury - Tewksbury Memorial High,2950505,35.1,27.4,9.0,0.43839999999999996
1593,Tri County Regional Vocational Technical - Tri County Reg Voc Tech,8780605,33.9,43.7,9.0,0.5631443298969073
1597,Triton - Triton Regional High School,7730505,30.0,31.0,9.0,0.5081967213114754
1602,Tyngsborough - Tyngsborough High School,3010505,25.2,20.9,9.0,0.4533622559652929
1607,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Voc Tech,8790605,22.0,43.6,9.0,0.6646341463414634
1609,Uxbridge - Uxbridge High,3040505,19.3,18.5,9.0,0.4894179894179895
1610,Uxbridge - Whitin Middle,3040015,30.0,7.3,9.0,0.1957104557640751
1611,Wachusett - Central Tree Middle,7750310,17.0,5.8,9.0,0.25438596491228066
1612,Wachusett - Chocksett Middle School,7750315,17.5,6.0,9.0,0.2553191489361702
1613,Wachusett - Davis Hill Elementary,7750018,21.0,4.0,9.0,0.16
1614,Wachusett - Dawson,7750020,30.0,0.0,9.0,0.0
1615,Wachusett - Glenwood Elementary School,7750060,23.2,2.0,9.0,0.07936507936507936
1616,Wachusett - Houghton Elementary,7750027,23.5,2.0,9.0,0.0784313725490196
1617,Wachusett - Leroy E.Mayo,7750032,23.0,2.0,9.0,0.08
1618,Wachusett - Mountview Middle,7750305,30.8,11.5,9.0,0.2718676122931442
1620,Wachusett - Paxton Center,7750040,24.5,5.5,9.0,0.18333333333333332
1621,Wachusett - Thomas Prince,7750045,19.1,3.5,9.0,0.15486725663716813
1622,Wachusett - Wachusett Regional High,7750505,80.9,47.5,9.0,0.3699376947040498
1626,Wakefield - Wakefield Memorial High,3050505,48.8,25.6,9.0,0.3440860215053763
1637,Walpole - Walpole High,3070505,48.3,34.2,9.0,0.4145454545454546
1645,Waltham - Waltham Sr High,3080505,66.5,57.6,9.0,0.46414182111200647
1652,Wareham - Minot Forest,3100017,35.5,3.6,9.0,0.09207161125319693
1654,Wareham - Wareham Middle,3100305,38.1,7.7,9.0,0.16812227074235805
1655,Wareham - Wareham Senior High,3100505,35.9,25.2,9.0,0.4124386252045827
1659,Watertown - Watertown High,3140505,24.2,26.9,9.0,0.5264187866927593
1664,Wayland - Wayland High School,3150505,36.3,24.2,9.0,0.39999999999999997
1669,Wellesley - Ernest F Upham,3170050,16.3,0.0,9.0,0.0
1670,Wellesley - Hunnewell,3170025,18.8,0.0,9.0,0.0
1671,Wellesley - John D Hardy,3170020,13.5,3.0,9.0,0.18181818181818182
1672,Wellesley - Joseph E Fiske,3170015,27.5,0.0,9.0,0.0
1673,Wellesley - Katharine Lee Bates,3170005,20.9,1.0,9.0,0.04566210045662101
1674,Wellesley - Schofield,3170045,21.8,2.0,9.0,0.08403361344537814
1675,Wellesley - Sprague Elementary School,3170048,21.0,1.0,9.0,0.045454545454545456
1676,Wellesley - Wellesley Middle,3170305,58.1,18.2,9.0,0.23853211009174313
1677,Wellesley - Wellesley Sr High,3170505,56.9,41.6,9.0,0.42233502538071066
1691,West Springfield - West Springfield High,3320505,46.7,40.4,9.0,0.4638346727898967
1698,Westborough - Westborough High,3210505,49.8,37.3,9.0,0.42824339839265213
1699,Westfield - Abner Gibbs,3250020,13.5,3.3,9.0,0.1964285714285714
1701,Westfield - Franklin Ave,3250015,16.6,2.0,9.0,0.1075268817204301
1702,Westfield - Highland,3250025,30.8,1.9,9.0,0.05810397553516819
1705,Westfield - Munger Hill,3250033,28.6,0.1,9.0,0.003484320557491289
1706,Westfield - North Middle School,3250305,47.6,14.4,9.0,0.23225806451612904
1707,Westfield - Paper Mill,3250036,28.9,2.1,9.0,0.06774193548387097
1709,Westfield - South Middle School,3250310,45.5,15.1,9.0,0.24917491749174916
1710,Westfield - Southampton Road,3250040,28.0,2.4,9.0,0.07894736842105263
1711,Westfield - Westfield High,3250505,63.1,33.4,9.0,0.34611398963730566
1712,Westfield - Westfield Voc Tech High,3250605,14.2,28.0,9.0,0.6635071090047393
1722,Westford - Westford Academy,3260505,56.6,47.0,9.0,0.4536679536679537
1726,Weston - Weston High,3300505,39.1,22.8,9.0,0.3683360258481421
1731,Westport - Westport High,3310505,18.0,17.0,9.0,0.4857142857142857
1738,Westwood - Westwood High,3350505,41.8,25.9,9.0,0.38257016248153625
1751,Weymouth - Weymouth High School,3360505,76.5,63.4,9.0,0.45318084345961396
1759,Whitman-Hanson - Whitman Hanson Regional,7800505,45.6,31.2,9.0,0.40625
1761,Whittier Regional Vocational Technical - Whittier Reg Voc,8850605,44.0,59.7,9.0,0.5756991321118612
1766,Wilmington - North Intermediate,3420060,19.0,0.0,9.0,0.0
1768,Wilmington - West Intermediate,3420080,15.4,0.0,9.0,0.0
1770,Wilmington - Wilmington High,3420505,41.3,28.7,9.0,0.41
1771,Wilmington - Wilmington Middle School,3420330,44.0,17.5,9.0,0.2845528455284553
1777,Winchester - Ambrose Elementary,3440045,32.4,0.0,9.0,0.0
1778,Winchester - Lincoln Elementary,3440005,24.1,3.0,9.0,0.11070110701107011
1779,Winchester - Lynch Elementary,3440020,32.6,3.0,9.0,0.08426966292134831
1780,Winchester - McCall Middle,3440305,42.2,16.1,9.0,0.27615780445969124
1781,Winchester - Muraco Elementary,3440040,24.3,0.8,9.0,0.03187250996015936
1782,Winchester - Vinson-Owen Elementary,3440025,17.6,1.7,9.0,0.08808290155440414
1783,Winchester - Winchester High School,3440505,47.8,23.8,9.0,0.3324022346368715
1798,Woburn - Woburn High,3470505,54.2,45.9,9.0,0.45854145854145856
1802,Worcester - Burncoat Senior High,3480503,49.5,32.6,9.0,0.3970767356881852
1803,Worcester - Burncoat Street,3480035,15.0,2.2,9.0,0.12790697674418605
1804,Worcester - Canterbury,3480045,18.3,1.9,9.0,0.09405940594059406
1805,Worcester - Chandler Elem Community,3480050,13.4,5.7,9.0,0.29842931937172773
1811,Worcester - Doherty Memorial High,3480512,45.8,41.4,9.0,0.4747706422018349
1813,Worcester - Flagg Street,3480090,20.7,3.1,9.0,0.13025210084033614
1819,Worcester - Heard Street,3480136,16.1,2.0,9.0,0.11049723756906077
1820,Worcester - Jacob Hiatt Magnet,3480140,26.0,1.7,9.0,0.061371841155234655
1825,Worcester - Nelson Place,3480200,25.8,2.2,9.0,0.07857142857142858
1826,Worcester - Norrback Avenue,3480202,38.0,1.9,9.0,0.047619047619047616
1827,Worcester - North High,3480515,49.8,42.5,9.0,0.46045503791982667
1829,Worcester - Rice Square,3480215,23.1,4.6,9.0,0.16606498194945846
1831,Worcester - South High Community,3480520,46.2,44.9,9.0,0.4928649835345774
1833,Worcester - Tatnuck,3480230,27.7,2.7,9.0,0.08881578947368422
1835,Worcester - Union Hill School,3480240,17.2,3.0,9.0,0.1485148514851485
1837,Worcester - Vernon Hill School,3480280,20.5,1.7,9.0,0.07657657657657657
1839,Worcester - West Tatnuck,3480260,16.5,0.4,9.0,0.02366863905325444
1843,Worcester - Worcester Technical High,3480605,42.8,85.3,9.0,0.6658860265417642
1844,Wrentham - Charles E Roderick,3500010,22.0,5.9,9.0,0.21146953405017924
2,Abington - Abington High,10505,24.5,13.8,10.0,0.360313315926893
4,Abington - Frolio Middle School,10405,18.6,6.6,10.0,0.26190476190476186
5,Abington - Woodsdale,10015,21.0,2.0,10.0,0.08695652173913043
12,Acton-Boxborough - Acton-Boxborough Reg High,6000505,76.3,40.2,10.0,0.34506437768240344
13,Acton-Boxborough - Raymond J Grey JH,6000405,50.2,10.2,10.0,0.16887417218543044
19,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter Sch,4300305,38.2,23.0,10.0,0.3758169934640523
21,Agawam - Agawam High,50505,52.5,39.8,10.0,0.4312026002166847
22,Agawam - Agawam Junior High,50405,43.6,16.1,10.0,0.2696817420435511
23,Agawam - Agawam Middle School,50303,42.6,3.0,10.0,0.06578947368421052
24,Agawam - Benjamin J Phelps,50020,18.9,1.0,10.0,0.05025125628140704
25,Agawam - Clifford M Granger,50010,17.0,1.0,10.0,0.05555555555555555
26,Agawam - James Clark School,50030,21.1,0.0,10.0,0.0
27,Agawam - Robinson Park,50025,23.4,0.0,10.0,0.0
28,Amesbury - Amesbury Elementary,70005,23.0,1.0,10.0,0.041666666666666664
29,Amesbury - Amesbury High,70505,29.2,16.0,10.0,0.35398230088495575
30,Amesbury - Amesbury Middle,70013,30.0,20.2,10.0,0.40239043824701193
31,Amesbury - Charles C Cashman El,70010,26.2,1.0,10.0,0.03676470588235294
33,Amherst - Crocker Farm Elementary,80009,22.3,3.4,10.0,0.13229571984435798
34,Amherst - Fort River Elementary,80020,23.3,6.0,10.0,0.20477815699658702
36,Amherst - Wildwood Elementary,80050,27.1,2.0,10.0,0.06872852233676975
37,Amherst-Pelham - Amherst Regional High,6050505,47.3,31.0,10.0,0.3959131545338442
38,Amherst-Pelham - Amherst Regional MS,6050405,18.2,14.9,10.0,0.45015105740181266
39,Andover - Andover High,90505,59.1,33.2,10.0,0.3596966413867822
49,Arlington - Arlington High,100505,42.4,39.8,10.0,0.48418491484184917
61,Ashburnham-Westminster - Oakmont Regional H S,6100505,25.4,17.6,10.0,0.4093023255813954
64,Ashland - Ashland High,140505,26.9,21.7,10.0,0.44650205761316875
69,Assabet Valley Regional Vocational Technical - Assabet Valley Voc HS,8010605,35.9,59.0,10.0,0.6217070600632244
