,school_name,school_code,subject,count,CPI,year
1036,Chicopee - Chicopee Comprehensive High School,610510,MATHEMATICS,182,0.846,12.0
1038,Chicopee - Chicopee High,610505,ENGLISH LANGUAGE ARTS,118,0.915,12.0
1039,Chicopee - Chicopee High,610505,MATHEMATICS,117,0.81,12.0
1062,City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,ENGLISH LANGUAGE ARTS,32,0.961,12.0
1063,City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,MATHEMATICS,31,0.9440000000000001,12.0
1071,Clinton - Clinton Senior High,640505,ENGLISH LANGUAGE ARTS,51,0.971,12.0
1072,Clinton - Clinton Senior High,640505,MATHEMATICS,50,0.955,12.0
1077,Cohasset - Cohasset Middle/High School,650505,ENGLISH LANGUAGE ARTS,229,0.978,12.0
1078,Cohasset - Cohasset Middle/High School,650505,MATHEMATICS,226,0.9470000000000001,12.0
1080,Cohasset - Deer Hill,650005,ENGLISH LANGUAGE ARTS,202,0.915,12.0
1081,Cohasset - Deer Hill,650005,MATHEMATICS,202,0.948,12.0
1101,Concord-Carlisle - Concord Carlisle High,6400505,ENGLISH LANGUAGE ARTS,125,0.986,12.0
1102,Concord-Carlisle - Concord Carlisle High,6400505,MATHEMATICS,128,0.951,12.0
1109,Danvers - Danvers High,710505,ENGLISH LANGUAGE ARTS,114,0.95,12.0
1110,Danvers - Danvers High,710505,MATHEMATICS,113,0.929,12.0
1130,Dartmouth - Dartmouth High,720505,ENGLISH LANGUAGE ARTS,156,0.968,12.0
1131,Dartmouth - Dartmouth High,720505,MATHEMATICS,155,0.9059999999999999,12.0
1148,Dedham - Dedham High,730505,ENGLISH LANGUAGE ARTS,101,0.97,12.0
1149,Dedham - Dedham High,730505,MATHEMATICS,103,0.9590000000000001,12.0
1163,Deerfield - Deerfield Elementary,740015,ENGLISH LANGUAGE ARTS,148,0.858,12.0
1164,Deerfield - Deerfield Elementary,740015,MATHEMATICS,147,0.789,12.0
1180,Dighton-Rehoboth - Dighton Middle School,6500305,ENGLISH LANGUAGE ARTS,231,0.877,12.0
1181,Dighton-Rehoboth - Dighton Middle School,6500305,MATHEMATICS,231,0.7759999999999999,12.0
1183,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,ENGLISH LANGUAGE ARTS,108,0.977,12.0
1184,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,MATHEMATICS,110,0.934,12.0
1186,Dighton-Rehoboth - Dorothy L Beckwith,6500310,ENGLISH LANGUAGE ARTS,315,0.897,12.0
1187,Dighton-Rehoboth - Dorothy L Beckwith,6500310,MATHEMATICS,317,0.826,12.0
1189,Dighton-Rehoboth - Palmer River,6500010,ENGLISH LANGUAGE ARTS,140,0.861,12.0
1190,Dighton-Rehoboth - Palmer River,6500010,MATHEMATICS,139,0.8490000000000001,12.0
1194,Douglas - Douglas High School,770505,ENGLISH LANGUAGE ARTS,134,0.925,12.0
1195,Douglas - Douglas High School,770505,MATHEMATICS,134,0.752,12.0
1200,Dover - Chickering,780005,ENGLISH LANGUAGE ARTS,165,0.9229999999999999,12.0
1201,Dover - Chickering,780005,MATHEMATICS,165,0.935,12.0
1203,Dover-Sherborn - Dover-Sherborn Regional High,6550505,ENGLISH LANGUAGE ARTS,84,1.0,12.0
1204,Dover-Sherborn - Dover-Sherborn Regional High,6550505,MATHEMATICS,84,0.997,12.0
1206,Dover-Sherborn - Dover-Sherborn Regional Middle School,6550405,ENGLISH LANGUAGE ARTS,270,0.9690000000000001,12.0
1207,Dover-Sherborn - Dover-Sherborn Regional Middle School,6550405,MATHEMATICS,270,0.922,12.0
1209,Dracut - Brookside Elementary,790035,ENGLISH LANGUAGE ARTS,130,0.754,12.0
1210,Dracut - Brookside Elementary,790035,MATHEMATICS,130,0.7879999999999999,12.0
1211,Dracut - Dracut Senior High,790505,ENGLISH LANGUAGE ARTS,142,0.972,12.0
1212,Dracut - Dracut Senior High,790505,MATHEMATICS,139,0.912,12.0
1217,Dracut - Greenmont Avenue,790030,ENGLISH LANGUAGE ARTS,41,0.823,12.0
1218,Dracut - Greenmont Avenue,790030,MATHEMATICS,42,0.7979999999999999,12.0
1219,Dracut - Joseph A Campbell Elementary,790020,ENGLISH LANGUAGE ARTS,119,0.8190000000000001,12.0
1220,Dracut - Joseph A Campbell Elementary,790020,MATHEMATICS,118,0.809,12.0
1221,Dracut - Lakeview Junior High,790410,ENGLISH LANGUAGE ARTS,323,0.8320000000000001,12.0
1222,Dracut - Lakeview Junior High,790410,MATHEMATICS,322,0.629,12.0
1224,Dudley-Charlton Reg - Charlton Middle School,6580310,ENGLISH LANGUAGE ARTS,391,0.925,12.0
1225,Dudley-Charlton Reg - Charlton Middle School,6580310,MATHEMATICS,392,0.863,12.0
1227,Dudley-Charlton Reg - Dudley Elementary,6580005,ENGLISH LANGUAGE ARTS,157,0.868,12.0
1228,Dudley-Charlton Reg - Dudley Elementary,6580005,MATHEMATICS,156,0.8540000000000001,12.0
1229,Dudley-Charlton Reg - Dudley Middle School,6580305,ENGLISH LANGUAGE ARTS,332,0.903,12.0
1230,Dudley-Charlton Reg - Dudley Middle School,6580305,MATHEMATICS,332,0.836,12.0
1232,Dudley-Charlton Reg - Heritage School,6580030,ENGLISH LANGUAGE ARTS,170,0.838,12.0
1233,Dudley-Charlton Reg - Heritage School,6580030,MATHEMATICS,171,0.858,12.0
1234,Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,ENGLISH LANGUAGE ARTS,116,0.981,12.0
1235,Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,MATHEMATICS,116,0.899,12.0
1240,Duxbury - Duxbury High,820505,ENGLISH LANGUAGE ARTS,120,1.0,12.0
1241,Duxbury - Duxbury High,820505,MATHEMATICS,119,0.9940000000000001,12.0
1246,East Bridgewater - East Bridgewater High,830505,ENGLISH LANGUAGE ARTS,76,0.977,12.0
1247,East Bridgewater - East Bridgewater High,830505,MATHEMATICS,77,0.919,12.0
1249,East Bridgewater - Gordon W Mitchell,830010,ENGLISH LANGUAGE ARTS,443,0.892,12.0
1250,East Bridgewater - Gordon W Mitchell,830010,MATHEMATICS,447,0.838,12.0
1255,East Longmeadow - East Longmeadow High,870505,ENGLISH LANGUAGE ARTS,106,0.9790000000000001,12.0
1256,East Longmeadow - East Longmeadow High,870505,MATHEMATICS,106,0.9740000000000001,12.0
1269,Easthampton - Easthampton High,860505,ENGLISH LANGUAGE ARTS,54,0.9309999999999999,12.0
1270,Easthampton - Easthampton High,860505,MATHEMATICS,53,0.882,12.0
1279,Easton - Easton Middle School,880405,ENGLISH LANGUAGE ARTS,483,0.943,12.0
1280,Easton - Easton Middle School,880405,MATHEMATICS,481,0.89,12.0
1285,Easton - H H Richardson School,880025,ENGLISH LANGUAGE ARTS,210,0.825,12.0
1286,Easton - H H Richardson School,880025,MATHEMATICS,211,0.866,12.0
1288,Easton - Oliver Ames High,880505,ENGLISH LANGUAGE ARTS,149,0.982,12.0
1289,Easton - Oliver Ames High,880505,MATHEMATICS,148,0.9490000000000001,12.0
1297,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) - Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,4520505,ENGLISH LANGUAGE ARTS,17,0.985,12.0
1298,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) - Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,4520505,MATHEMATICS,18,0.861,12.0
1309,Everett - Everett High,930505,ENGLISH LANGUAGE ARTS,220,0.924,12.0
1310,Everett - Everett High,930505,MATHEMATICS,217,0.774,12.0
1336,Fairhaven - Fairhaven High,940505,ENGLISH LANGUAGE ARTS,50,0.955,12.0
1337,Fairhaven - Fairhaven High,940505,MATHEMATICS,49,0.9590000000000001,12.0
1350,Fall River - B M C Durfee High,950505,ENGLISH LANGUAGE ARTS,240,0.8859999999999999,12.0
1351,Fall River - B M C Durfee High,950505,MATHEMATICS,239,0.7759999999999999,12.0
1353,Fall River - Carlton M. Viveiros Elementary School,950009,ENGLISH LANGUAGE ARTS,166,0.6659999999999999,12.0
1354,Fall River - Carlton M. Viveiros Elementary School,950009,MATHEMATICS,165,0.644,12.0
1356,Fall River - Edmond P Talbot Middle,950305,ENGLISH LANGUAGE ARTS,316,0.7140000000000001,12.0
1357,Fall River - Edmond P Talbot Middle,950305,MATHEMATICS,312,0.6629999999999999,12.0
1362,Fall River - James Tansey,950140,ENGLISH LANGUAGE ARTS,81,0.75,12.0
1363,Fall River - James Tansey,950140,MATHEMATICS,81,0.6940000000000001,12.0
1365,Fall River - John J Doran,950045,ENGLISH LANGUAGE ARTS,109,0.569,12.0
1366,Fall River - John J Doran,950045,MATHEMATICS,108,0.581,12.0
1368,Fall River - Letourneau Elementary School,950013,ENGLISH LANGUAGE ARTS,144,0.6509999999999999,12.0
1369,Fall River - Letourneau Elementary School,950013,MATHEMATICS,144,0.632,12.0
1371,Fall River - Mary Fonseca Elementary School,950011,ENGLISH LANGUAGE ARTS,155,0.585,12.0
1372,Fall River - Mary Fonseca Elementary School,950011,MATHEMATICS,153,0.57,12.0
1374,Fall River - Matthew J Kuss Middle,950320,ENGLISH LANGUAGE ARTS,286,0.8079999999999999,12.0
1375,Fall River - Matthew J Kuss Middle,950320,MATHEMATICS,284,0.769,12.0
1377,Fall River - Morton Middle,950315,ENGLISH LANGUAGE ARTS,241,0.745,12.0
1378,Fall River - Morton Middle,950315,MATHEMATICS,240,0.5660000000000001,12.0
1380,Fall River - North End Elementary,950005,ENGLISH LANGUAGE ARTS,142,0.741,12.0
1381,Fall River - North End Elementary,950005,MATHEMATICS,141,0.754,12.0
1385,Fall River - Samuel Watson,950145,ENGLISH LANGUAGE ARTS,67,0.507,12.0
1386,Fall River - Samuel Watson,950145,MATHEMATICS,67,0.444,12.0
1388,Fall River - Spencer Borden,950130,ENGLISH LANGUAGE ARTS,112,0.871,12.0
1389,Fall River - Spencer Borden,950130,MATHEMATICS,112,0.8079999999999999,12.0
1393,Fall River - William S Greene,950065,ENGLISH LANGUAGE ARTS,166,0.727,12.0
1394,Fall River - William S Greene,950065,MATHEMATICS,165,0.727,12.0
1398,Falmouth - Falmouth High,960505,ENGLISH LANGUAGE ARTS,104,0.9690000000000001,12.0
1399,Falmouth - Falmouth High,960505,MATHEMATICS,104,0.887,12.0
1413,Farmington River Reg - Farmington River Elementary,6620020,ENGLISH LANGUAGE ARTS,36,0.861,12.0
1414,Farmington River Reg - Farmington River Elementary,6620020,MATHEMATICS,36,0.799,12.0
1423,Fitchburg - Fitchburg High,970505,ENGLISH LANGUAGE ARTS,123,0.8540000000000001,12.0
1424,Fitchburg - Fitchburg High,970505,MATHEMATICS,120,0.769,12.0
1443,Foxborough - Foxborough High,990505,ENGLISH LANGUAGE ARTS,85,0.9790000000000001,12.0
1444,Foxborough - Foxborough High,990505,MATHEMATICS,85,0.935,12.0
1468,Framingham - Framingham High School,1000515,ENGLISH LANGUAGE ARTS,219,0.966,12.0
1469,Framingham - Framingham High School,1000515,MATHEMATICS,220,0.951,12.0
1492,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,ENGLISH LANGUAGE ARTS,114,0.961,12.0
1493,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,MATHEMATICS,112,0.826,12.0
1501,Franklin - Franklin High,1010505,ENGLISH LANGUAGE ARTS,187,0.9790000000000001,12.0
1502,Franklin - Franklin High,1010505,MATHEMATICS,186,0.9520000000000001,12.0
1525,Franklin County Regional Vocational Technical - Franklin County Technical,8180605,ENGLISH LANGUAGE ARTS,82,0.9359999999999999,12.0
1526,Franklin County Regional Vocational Technical - Franklin County Technical,8180605,MATHEMATICS,83,0.768,12.0
1528,Freetown-Lakeville - Apponequet Regional High,6650505,ENGLISH LANGUAGE ARTS,99,0.982,12.0
1529,Freetown-Lakeville - Apponequet Regional High,6650505,MATHEMATICS,101,0.9279999999999999,12.0
1535,Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,ENGLISH LANGUAGE ARTS,410,0.902,12.0
1536,Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,MATHEMATICS,411,0.805,12.0
1538,Freetown-Lakeville - George R Austin Intermediate School,6650015,ENGLISH LANGUAGE ARTS,108,0.852,12.0
1539,Freetown-Lakeville - George R Austin Intermediate School,6650015,MATHEMATICS,108,0.868,12.0
1541,Frontier - Frontier Regional,6700505,ENGLISH LANGUAGE ARTS,155,0.9179999999999999,12.0
1542,Frontier - Frontier Regional,6700505,MATHEMATICS,155,0.787,12.0
1555,Gateway - Gateway Regional High,6720505,ENGLISH LANGUAGE ARTS,29,0.983,12.0
1556,Gateway - Gateway Regional High,6720505,MATHEMATICS,29,0.888,12.0
1566,Georgetown - Georgetown Middle/High,1050505,ENGLISH LANGUAGE ARTS,274,0.9229999999999999,12.0
1567,Georgetown - Georgetown Middle/High,1050505,MATHEMATICS,272,0.847,12.0
1569,Georgetown - Penn Brook,1050010,ENGLISH LANGUAGE ARTS,190,0.8540000000000001,12.0
1570,Georgetown - Penn Brook,1050010,MATHEMATICS,189,0.861,12.0
1581,Gill-Montague - Turners Fall High,6740505,ENGLISH LANGUAGE ARTS,25,0.92,12.0
1582,Gill-Montague - Turners Fall High,6740505,MATHEMATICS,25,0.81,12.0
1584,Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,ENGLISH LANGUAGE ARTS,174,0.816,12.0
1585,Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,MATHEMATICS,174,0.7490000000000001,12.0
1593,Gloucester - Gloucester High,1070505,ENGLISH LANGUAGE ARTS,125,0.966,12.0
1594,Gloucester - Gloucester High,1070505,MATHEMATICS,124,0.867,12.0
1611,Grafton - Grafton Elementary,1100200,ENGLISH LANGUAGE ARTS,361,0.8809999999999999,12.0
1612,Grafton - Grafton Elementary,1100200,MATHEMATICS,361,0.8440000000000001,12.0
1614,Grafton - Grafton High School,1100505,ENGLISH LANGUAGE ARTS,91,0.986,12.0
1615,Grafton - Grafton High School,1100505,MATHEMATICS,90,0.9640000000000001,12.0
1617,Grafton - Grafton Middle,1100305,ENGLISH LANGUAGE ARTS,331,0.922,12.0
1618,Grafton - Grafton Middle,1100305,MATHEMATICS,332,0.863,12.0
1629,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,ENGLISH LANGUAGE ARTS,199,0.977,12.0
1630,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,MATHEMATICS,199,0.9540000000000001,12.0
1632,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,ENGLISH LANGUAGE ARTS,160,0.919,12.0
1633,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,MATHEMATICS,164,0.767,12.0
1635,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,ENGLISH LANGUAGE ARTS,297,0.946,12.0
1636,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,MATHEMATICS,295,0.857,12.0
1638,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,ENGLISH LANGUAGE ARTS,269,0.956,12.0
1639,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,MATHEMATICS,268,0.893,12.0
1654,Groton-Dunstable - Groton Dunstable Regional,6730505,ENGLISH LANGUAGE ARTS,96,1.0,12.0
1655,Groton-Dunstable - Groton Dunstable Regional,6730505,MATHEMATICS,96,0.987,12.0
1665,Hadley - Hadley Elementary,1170015,ENGLISH LANGUAGE ARTS,94,0.8959999999999999,12.0
1666,Hadley - Hadley Elementary,1170015,MATHEMATICS,94,0.8640000000000001,12.0
1668,Hadley - Hopkins Academy,1170505,ENGLISH LANGUAGE ARTS,79,0.937,12.0
1669,Hadley - Hopkins Academy,1170505,MATHEMATICS,79,0.867,12.0
1671,Halifax - Halifax Elementary,1180005,ENGLISH LANGUAGE ARTS,184,0.855,12.0
1672,Halifax - Halifax Elementary,1180005,MATHEMATICS,184,0.845,12.0
1680,Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,ENGLISH LANGUAGE ARTS,80,0.9940000000000001,12.0
1681,Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,MATHEMATICS,80,0.981,12.0
1692,Hampden-Wilbraham - Green Meadows Elementary,6800005,ENGLISH LANGUAGE ARTS,71,0.877,12.0
1693,Hampden-Wilbraham - Green Meadows Elementary,6800005,MATHEMATICS,71,0.873,12.0
1694,Hampden-Wilbraham - Minnechaug Regional High,6800505,ENGLISH LANGUAGE ARTS,148,0.993,12.0
1695,Hampden-Wilbraham - Minnechaug Regional High,6800505,MATHEMATICS,147,0.9570000000000001,12.0
1697,Hampden-Wilbraham - Soule Road,6800030,ENGLISH LANGUAGE ARTS,175,0.8270000000000001,12.0
1698,Hampden-Wilbraham - Soule Road,6800030,MATHEMATICS,176,0.8170000000000001,12.0
1700,Hampden-Wilbraham - Thornton Burgess,6800305,ENGLISH LANGUAGE ARTS,146,0.88,12.0
1701,Hampden-Wilbraham - Thornton Burgess,6800305,MATHEMATICS,147,0.835,12.0
1703,Hampden-Wilbraham - Wilbraham Middle,6800310,ENGLISH LANGUAGE ARTS,297,0.9490000000000001,12.0
1704,Hampden-Wilbraham - Wilbraham Middle,6800310,MATHEMATICS,298,0.848,12.0
1706,Hampshire - Hampshire Regional High,6830505,ENGLISH LANGUAGE ARTS,198,0.9309999999999999,12.0
1707,Hampshire - Hampshire Regional High,6830505,MATHEMATICS,199,0.823,12.0
1711,Hanover - Hanover High,1220505,ENGLISH LANGUAGE ARTS,95,0.995,12.0
1712,Hanover - Hanover High,1220505,MATHEMATICS,94,0.9490000000000001,12.0
1719,Harvard - Bromfield,1250505,ENGLISH LANGUAGE ARTS,213,0.975,12.0
1720,Harvard - Bromfield,1250505,MATHEMATICS,213,0.937,12.0
1722,Harvard - Hildreth Elementary School,1250005,ENGLISH LANGUAGE ARTS,134,0.925,12.0
1723,Harvard - Hildreth Elementary School,1250005,MATHEMATICS,135,0.9,12.0
1755,Haverhill - Haverhill High,1280505,ENGLISH LANGUAGE ARTS,190,0.904,12.0
1756,Haverhill - Haverhill High,1280505,MATHEMATICS,197,0.813,12.0
1773,Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,4500105,ENGLISH LANGUAGE ARTS,55,0.914,12.0
1774,Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,4500105,MATHEMATICS,55,0.8590000000000001,12.0
1779,Hingham - Hingham High,1310505,ENGLISH LANGUAGE ARTS,141,1.0,12.0
1780,Hingham - Hingham High,1310505,MATHEMATICS,141,0.9890000000000001,12.0
1782,Hingham - Hingham Middle School,1310410,ENGLISH LANGUAGE ARTS,466,0.963,12.0
1783,Hingham - Hingham Middle School,1310410,MATHEMATICS,466,0.9079999999999999,12.0
1785,Hingham - Plymouth River,1310019,ENGLISH LANGUAGE ARTS,127,0.9209999999999999,12.0
1786,Hingham - Plymouth River,1310019,MATHEMATICS,126,0.9420000000000001,12.0
1788,Hingham - South Elementary,1310020,ENGLISH LANGUAGE ARTS,136,0.917,12.0
1789,Hingham - South Elementary,1310020,MATHEMATICS,136,0.903,12.0
1791,Hingham - Wm L Foster Elementary,1310010,ENGLISH LANGUAGE ARTS,128,0.8909999999999999,12.0
1792,Hingham - Wm L Foster Elementary,1310010,MATHEMATICS,128,0.902,12.0
1803,Holliston - Holliston High,1360505,ENGLISH LANGUAGE ARTS,97,1.0,12.0
1804,Holliston - Holliston High,1360505,MATHEMATICS,96,0.995,12.0
1806,Holliston - Miller School,1360007,ENGLISH LANGUAGE ARTS,335,0.915,12.0
1807,Holliston - Miller School,1360007,MATHEMATICS,334,0.895,12.0
1809,Holliston - Robert H. Adams Middle School,1360305,ENGLISH LANGUAGE ARTS,319,0.951,12.0
1810,Holliston - Robert H. Adams Middle School,1360305,MATHEMATICS,316,0.892,12.0
1818,Holyoke - Holyoke High,1370505,ENGLISH LANGUAGE ARTS,129,0.9359999999999999,12.0
1819,Holyoke - Holyoke High,1370505,MATHEMATICS,130,0.8059999999999999,12.0
1839,Holyoke - Wm J Dean Vocational Technical High,1370605,ENGLISH LANGUAGE ARTS,70,0.7709999999999999,12.0
1840,Holyoke - Wm J Dean Vocational Technical High,1370605,MATHEMATICS,69,0.645,12.0
1845,Hopedale - Hopedale Jr Sr High,1380505,ENGLISH LANGUAGE ARTS,137,0.9540000000000001,12.0
1846,Hopedale - Hopedale Jr Sr High,1380505,MATHEMATICS,137,0.838,12.0
1848,Hopedale - Memorial,1380010,ENGLISH LANGUAGE ARTS,174,0.905,12.0
1849,Hopedale - Memorial,1380010,MATHEMATICS,173,0.899,12.0
1851,Hopkinton - Hopkins Elementary School,1390015,ENGLISH LANGUAGE ARTS,257,0.907,12.0
1852,Hopkinton - Hopkins Elementary School,1390015,MATHEMATICS,257,0.9129999999999999,12.0
1854,Hopkinton - Hopkinton High,1390505,ENGLISH LANGUAGE ARTS,143,0.997,12.0
1855,Hopkinton - Hopkinton High,1390505,MATHEMATICS,145,0.988,12.0
1857,Hopkinton - Hopkinton Middle School,1390305,ENGLISH LANGUAGE ARTS,406,0.96,12.0
1858,Hopkinton - Hopkinton Middle School,1390305,MATHEMATICS,406,0.905,12.0
1860,Hudson - C A Farley,1410030,ENGLISH LANGUAGE ARTS,138,0.813,12.0
1861,Hudson - C A Farley,1410030,MATHEMATICS,137,0.777,12.0
1863,Hudson - Forest Avenue Elementary,1410015,ENGLISH LANGUAGE ARTS,106,0.8370000000000001,12.0
1864,Hudson - Forest Avenue Elementary,1410015,MATHEMATICS,107,0.8320000000000001,12.0
1866,Hudson - Hudson High,1410505,ENGLISH LANGUAGE ARTS,220,0.94,12.0
1867,Hudson - Hudson High,1410505,MATHEMATICS,217,0.826,12.0
1869,Hudson - John F Kennedy,1410410,ENGLISH LANGUAGE ARTS,208,0.8320000000000001,12.0
1870,Hudson - John F Kennedy,1410410,MATHEMATICS,207,0.76,12.0
1871,Hudson - Mulready Elementary,1410007,ENGLISH LANGUAGE ARTS,98,0.821,12.0
1872,Hudson - Mulready Elementary,1410007,MATHEMATICS,99,0.816,12.0
1874,Hull - Hull High,1420505,ENGLISH LANGUAGE ARTS,40,0.988,12.0
1875,Hull - Hull High,1420505,MATHEMATICS,41,0.9570000000000001,12.0
1886,Ipswich - Ipswich High,1440505,ENGLISH LANGUAGE ARTS,79,0.991,12.0
1887,Ipswich - Ipswich High,1440505,MATHEMATICS,80,0.975,12.0
1889,Ipswich - Ipswich Middle School,1440305,ENGLISH LANGUAGE ARTS,241,0.9259999999999999,12.0
1890,Ipswich - Ipswich Middle School,1440305,MATHEMATICS,240,0.883,12.0
1892,Ipswich - Paul F Doyon Memorial,1440007,ENGLISH LANGUAGE ARTS,128,0.83,12.0
1893,Ipswich - Paul F Doyon Memorial,1440007,MATHEMATICS,129,0.831,12.0
1895,Ipswich - Winthrop,1440015,ENGLISH LANGUAGE ARTS,111,0.8109999999999999,12.0
1896,Ipswich - Winthrop,1440015,MATHEMATICS,110,0.8390000000000001,12.0
1904,King Philip - King Philip Regional High,6900505,ENGLISH LANGUAGE ARTS,150,0.995,12.0
1905,King Philip - King Philip Regional High,6900505,MATHEMATICS,152,0.972,12.0
1921,Lawrence - Business Management & Finance High School,1490530,ENGLISH LANGUAGE ARTS,51,0.858,12.0
1922,Lawrence - Business Management & Finance High School,1490530,MATHEMATICS,53,0.679,12.0
